run,p,n,ktrue,lambda,factor,k,keff,time,solver,cuts,gap,objval,binding,EBIC,loglik_val,loglik_test,TF,FF,operatorNorm,frobeniusNorm,L1MatrixNorm,LInfVectorNorm
5,200,50,199,0.0036894930530064042,0.1,398,398,27.923211066,Gurobi,2,0.0,198.323463839539,true,313.8123794421454,203.3630702227973,203.55044896485876,394,602,2.5578863054797436,14.730723524851433,4.312715368504055,0.7688189930822487
5,200,50,199,0.0036894930530064042,0.1,348,348,22.419557583,Gurobi,4,0.0,198.483594228784,true,299.46385210966594,203.46536054625906,203.63739868114914,374,522,2.557655988233408,14.73325540172441,4.312716512434098,0.7688189930822487
5,200,50,199,0.0036894930530064042,0.1,298,298,18.635250942,Gurobi,6,0.0,198.64989854090373,true,285.12149866794203,203.60760943104194,203.74175695257287,362,434,2.5574647533666375,14.734786628520101,4.312718543591147,0.7688189930822487
5,200,50,199,0.0036894930530064042,0.1,249,249,15.768814273,Gurobi,8,0.0,198.82114742638737,true,271.07426296913945,203.75930279966448,203.86818048916666,328,370,2.5569817310075122,14.739069807275119,4.305368890880246,0.7688189930822487
5,200,50,199,0.0036894930530064042,0.1,199,199,12.051088638,Gurobi,9,2.1988545688689243e-5,199.01001147262392,true,256.7544412684258,203.9555964793798,204.00348887530825,300,298,2.557932436342646,14.742602936312718,4.286992829445128,0.7688189930822487
5,200,50,199,0.0036894930530064042,0.1,149,149,9.011851595,Gurobi,10,1.6728638804197615e-5,199.21460972551458,true,242.450379684682,204.16325131727814,204.1577851697312,274,224,2.5586671297426578,14.745884753436332,4.283319805156298,0.7688189930822487
5,200,50,199,0.0036894930530064042,0.1,100,100,6.369370506,Gurobi,11,1.1534975295268701e-5,199.43665230358715,true,228.45396795670396,204.4061674331357,204.3380468499497,248,152,2.560471338886646,14.74916405334445,4.272296988920145,0.7688189930822487
5,200,50,199,0.0036894930530064042,0.1,50,50,2.982713196,Gurobi,12,5.0495084069623886e-6,199.6943320317892,true,214.2029898153254,204.68867488639503,204.54451343054225,238,62,2.5596663912934297,14.750442668691056,4.257597491232711,0.7688189930822487
5,200,50,199,0.03689493053006404,1.0,398,398,78.725368465,Gurobi,6,1.368947926161379e-5,183.99511502789358,true,299.4842071142069,189.8842508833282,193.257254102464,404,592,2.4482701218482044,14.433213775667538,4.62743078111044,0.7688189930822487
5,200,50,199,0.03689493053006404,1.0,348,348,94.748013137,Gurobi,16,5.497253082187292e-6,185.49572038167113,true,286.47610867922697,190.64928532921616,193.88351657643227,390,506,2.46365255308546,14.46083270841456,4.667083948113517,0.7688189930822487
5,200,50,199,0.03689493053006404,1.0,298,298,180.665075151,Gurobi,28,0.0,187.08461362942037,true,273.5560273517394,191.81601432554652,194.9807656964683,356,440,2.4664960657975823,14.51306986443856,4.636901140495617,0.7688189930822487
5,200,50,199,0.03689493053006404,1.0,249,249,48.02442126,Gurobi,35,0.0,188.697556109457,true,260.9504842014207,193.15712336693602,196.03022688096473,332,366,2.471954613984105,14.550680667547809,4.570765103474976,0.7688189930822487
5,200,50,199,0.03689493053006404,1.0,199,199,109.632004556,Gurobi,53,0.000119937893096278,190.46185003532403,true,248.20636936588636,194.83896034608617,197.23037256718894,310,288,2.486125866187294,14.587699444022768,4.437079823191652,0.7688189930822487
5,200,50,199,0.03689493053006404,1.0,149,149,85.624291199,Gurobi,67,0.00013162810706146555,192.41299334362486,true,235.64881473538267,196.72441415314898,198.68129010441768,276,222,2.4930465859971354,14.640027519203327,4.372777200395027,0.7688189930822487
5,200,50,199,0.03689493053006404,1.0,100,100,63.036909338,Gurobi,79,0.0,194.53165285876528,true,223.5488313887124,199.04853206034727,200.4041708766136,242,158,2.5219383903573496,14.690972277911069,4.274068443197074,0.7688189930822487
5,200,50,199,0.03689493053006404,1.0,50,50,8.655846927,Gurobi,83,6.868529889769714e-5,197.0164574325383,true,211.52511711221356,201.83884827233203,202.41248439393271,240,60,2.5216463562937657,14.70120569562057,4.139290734775732,0.7688189930822487
5,200,50,199,0.3689493053006404,10.0,398,398,2311.920317215,Gurobi,5,0.4634108865110391,124.13749913349262,true,239.62629358772207,200.30888504218555,206.92016673779298,450,546,1.8524429486209217,12.046322132166981,4.550724678908265,0.9236991559831929
5,200,50,199,0.3689493053006404,10.0,348,348,1142.645447239,Gurobi,8,0.4029244900940183,129.73932181931468,true,230.7196152781055,195.2828339816385,202.7558151896887,436,460,1.871861634611587,12.003615430454138,4.110376127150828,0.8771056361980183
