run,p,n,ktrue,lambda,factor,k,keff,time,solver,cuts,gap,objval,binding,EBIC,loglik_val,loglik_test,TF,FF,operatorNorm,frobeniusNorm,L1MatrixNorm,LInfVectorNorm
9,200,50,199,0.003653466498769568,0.1,398,398,24.072007698,Gurobi,2,0.0,198.35694667758415,true,313.8458622879858,231.39965007120156,209.75738409013755,464,532,2.047859039493695,12.274329881747802,3.05404391777012,0.5105103655268999
9,200,50,199,0.003653466498769568,0.1,348,348,17.484701447,Gurobi,4,0.0,198.52145277513588,true,299.50171064343954,231.5434127305669,209.85514806279636,446,450,2.0471372111056874,12.277010856740656,3.054044460950089,0.5105103655268999
9,200,50,199,0.003653466498769568,0.1,298,298,14.18941946,Gurobi,5,2.5128026913456836e-5,198.69315094360852,true,285.16472257660865,231.75391395020978,209.99047837984259,420,376,2.0471031460584084,12.280882729505098,3.050406093021478,0.5105103655268999
9,200,50,199,0.003653466498769568,0.1,249,249,11.525724492,Gurobi,6,2.068098758911674e-5,198.86871485257512,true,271.12180211531137,231.98378298494427,210.14364661526818,394,304,2.046469323689861,12.284752197838902,3.0322086232864294,0.5105103655268999
9,200,50,199,0.003653466498769568,0.1,199,199,9.142275222,Gurobi,7,1.6933178233147217e-5,199.05760796234694,true,256.802038677043,232.20592936724825,210.3078428152678,362,236,2.046136546346757,12.289512232118186,3.0322095646539657,0.5105103655268999
9,200,50,199,0.003653466498769568,0.1,149,149,6.926456663,Gurobi,8,1.2977133349356684e-5,199.2584878112371,true,242.4942880342338,232.46843624993897,210.48097786342453,330,168,2.0463461499153524,12.294269343777628,3.0285708222132235,0.5105103655268999
9,200,50,199,0.003653466498769568,0.1,100,100,4.485796352,Gurobi,9,8.769273449393822e-6,199.47186165860055,true,228.48917722175972,232.77287775231952,210.6787405249617,298,102,2.0488249807781203,12.299025657850258,3.024932555070973,0.5105103655268999
9,200,50,199,0.003653466498769568,0.1,50,50,0.52518608,Gurobi,10,8.885912661560358e-5,199.73074941830507,true,214.2395016775391,233.1767787240265,210.93914328957442,290,10,2.045016843519207,12.300223512042056,2.9995099231126874,0.5105103655268999
9,200,50,199,0.03653466498769568,1.0,398,398,168.611571584,Gurobi,19,5.479345550274406e-5,184.1627585040698,true,299.651542774128,213.67186172308482,197.76631636046022,468,528,1.9885180605303097,11.893654012502761,3.3955238335152242,0.5105103655268999
9,200,50,199,0.03653466498769568,1.0,348,348,89.120397237,Gurobi,28,7.756815851744925e-6,185.7358292328071,true,286.7162049851726,214.96275618536745,198.59554166839607,456,440,1.9915857255107812,11.914369616884628,3.397778138299201,0.5105103655268999
