run,p,n,ktrue,lambda,factor,k,keff,time,solver,cuts,gap,objval,binding,EBIC,loglik_val,loglik_test,TF,FF,operatorNorm,frobeniusNorm,L1MatrixNorm,LInfVectorNorm
2,200,500,199,7.08492711598465,100.0,398,398,1696.358361596,Gurobi,5,7.154265267026841e97,139.77675731551096,false,153.20421974197055,147.29205504278312,147.85971282632406,596,400,16.44807813812423,25.614195612204554,26.479388565847113,13.12431269061458
2,200,500,199,7.08492711598465,100.0,348,348,1542.217029049,Gurobi,10,7.122498981256255e97,140.40016048182315,false,152.13674297523505,146.6933684006375,147.25333098330304,596,300,16.484432020194653,25.672733647740735,26.539986918086424,13.180781909755076
2,200,500,199,7.08492711598465,100.0,298,298,1396.473457279,Gurobi,15,7.088419853849687e97,141.0751649335366,false,151.1206371905602,145.91134948128126,146.5426764592247,596,200,16.492680710348118,25.723307275707544,26.548960794305977,13.187505355439386
2,200,500,199,7.08492711598465,100.0,249,249,303.516592019,Gurobi,16,7.052865169751364e97,141.78634865853437,false,150.17162392947372,145.18639395277515,145.7811921154291,596,102,16.708189779807256,25.988652238255206,27.203343971214803,13.45574299345529
2,200,500,199,7.08492711598465,100.0,199,199,545.045522001,Gurobi,19,2.251672113854698,142.8527673177151,false,149.6273056813717,144.9923931245915,145.38849617738674,590,8,16.92877312925219,26.256701972100224,26.90527604338153,13.352464827906868
2,200,500,199,7.08492711598465,100.0,149,149,732.671798584,Gurobi,23,1.6906967152318795,148.22223713683564,false,153.27270412922113,150.81343952196931,151.15808570670188,494,4,16.86981585549225,26.671767577873293,26.63029385713128,13.233331890234052
2,200,500,199,7.08492711598465,100.0,100,100,400.053240346,Gurobi,28,1.1615775547577045,155.9074850057368,false,159.28496835795,157.89822192474358,158.14034610777435,398,2,16.297672637636587,26.44352126685785,25.72225152272754,12.816358657679189
2,200,500,199,7.08492711598465,100.0,50,50,305.407465551,Gurobi,41,0.639218232305981,168.06044818454583,false,169.75029496765632,169.5583133540242,169.81175117985788,298,2,12.080775538888808,22.078998792538755,19.567578703862644,9.785821642444823
