run,p,n,ktrue,lambda,k,time,objval,EBIC,loglik_val,loglik_test,TF,FF,operatorNorm,frobeniusNorm,L1MatrixNorm,LInfVectorNorm
8,200,450,199,0.5351562500000002,50,0.399257313,284.93427656462825,212.72455337872017,213.3565635603636,212.10721342757085,300.0,0.0,2.6328293462959826,17.537860611140943,4.216467727396938,1.0405695163977255
8,200,450,199,0.4218750000000002,100,0.298681247,268.0534363060991,203.72229814359144,202.39332833787398,201.1930455278184,398.0,2.0,2.444009418514018,16.562682776053872,3.704757038291984,0.9886723041951696
8,200,450,199,0.3623046875000001,149,0.752879395,257.9150841967911,198.1551297838312,194.93664987795393,193.80904828227523,496.0,2.0,2.294261334511255,15.826412506833156,3.415923437390314,0.9579188282804033
8,200,450,199,0.2539062500000001,199,0.578670774,235.61687552860383,182.99441054594243,177.6727785445463,176.76096706043995,596.0,2.0,1.931186460673253,13.85867893261248,2.6547977878137132,0.8944612193298791
8,200,450,199,0.14257812500000006,249,0.777329664,203.91351439337194,164.71980844841508,157.80974457312496,156.982390993053,598.0,96.0,2.2025669645574566,11.509391344874633,3.4751036797944184,1.8513161059664434
8,200,450,199,0.12872314453125006,298,0.909373709,198.9765617591022,163.67831238386205,155.37604692432865,154.5467769891569,598.0,186.0,2.5840158237031665,11.341573973019,4.042705777837086,2.1300092893375475
8,200,450,199,0.11962890625000006,348,0.907498251,195.63816002341144,163.49088407612118,153.83920624411638,153.01726736916953,598.0,272.0,2.9002703696088674,11.297440968531625,4.55395966362331,2.3703924388637074
8,200,450,199,0.11480712890625006,398,1.187280316,193.7937042363418,164.0679151272986,153.0515200932028,152.22257477132413,598.0,358.0,3.0780624680867237,11.295571644006223,4.8395246711569415,2.5058597256848647
