run,p,n,ktrue,lambda,k,time,objval,EBIC,loglik_val,loglik_test,TF,FF,operatorNorm,frobeniusNorm,L1MatrixNorm,LInfVectorNorm
4,200,350,199,0.5546875000000002,50,0.381907185,287.57313159074266,214.66553370978883,213.37550531541487,212.2741794101368,298.0,2.0,2.517749643342591,16.680312578776704,3.857985237104741,0.9638159629234929
4,200,350,199,0.4467773437500002,100,0.4900694,271.96243255008625,207.2198134090443,203.48018270667956,202.55566857633858,398.0,2.0,2.3664899138018787,15.822652355679386,3.4434620000223335,0.9158406832175043
4,200,350,199,0.3854980468750002,149,0.786468296,261.918216136698,202.03795904682377,195.97414585766194,195.22481914510445,496.0,2.0,2.266146343221926,15.11017415784468,3.2058150040524223,0.8852699287880581
4,200,350,199,0.2480468750000001,199,0.578814245,233.71621646371722,182.40585709727205,174.0177175430959,173.62394157879038,588.0,8.0,1.9278870714212577,12.61897651841828,2.5285583766490043,0.8057800871439694
4,200,350,199,0.16601562500000006,249,0.799050956,210.62195610996662,169.39349380395404,159.13074058655863,159.0025752062816,598.0,96.0,1.904317916482129,10.791084814391143,2.964133585363416,1.6608968722629316
4,200,350,199,0.14648437500000006,298,0.788744793,204.09303401466082,167.5757854584925,155.59266880753088,155.52256449050176,598.0,186.0,2.261060117470295,10.416452174134925,3.640706991910558,1.941173343438397
4,200,350,199,0.13867187500000006,348,0.910992528,201.23382841172753,168.02169929524223,154.0702879327145,154.11938882188315,598.0,282.0,2.4012396985011955,10.284727975556796,4.046800078962286,2.1186956655718596
4,200,350,199,0.13232421875000006,398,0.941323586,198.86281379481494,168.69120032948217,152.97759847668934,153.03201520008716,598.0,372.0,2.515393038898592,10.187584400705507,4.2069744122,2.2239844229482344
