run,p,n,ktrue,lambda,factor,k,keff,time,solver,cuts,gap,objval,binding,EBIC,loglik_val,loglik_test,TF,FF,operatorNorm,frobeniusNorm,L1MatrixNorm,LInfVectorNorm
2,200,50,199,0.0036423035361666314,0.1,398,398,29.886157189,Gurobi,2,0.0,198.25713463761326,true,313.7460502427733,200.78564828136024,209.01993210336053,364,632,2.657265837995709,14.227290807408037,4.766406297729784,0.7194392054573544
2,200,50,199,0.0036423035361666314,0.1,348,348,23.414699108,Gurobi,4,0.0,198.43148528579036,true,299.4117431558834,200.89267085071828,209.14580557781952,348,548,2.6574723301072267,14.229364177903056,4.751895983213598,0.7194392054573544
2,200,50,199,0.0036423035361666314,0.1,298,298,20.211271126,Gurobi,6,0.0,198.61435326816428,true,285.0859533990564,200.98752740026882,209.27369095420644,330,466,2.6576612936908117,14.231692416252802,4.751898148904564,0.7194392054573544
2,200,50,199,0.0036423035361666314,0.1,249,249,15.486563949,Gurobi,7,2.5787614249317414e-5,198.80376014317898,true,271.0568462467525,201.09646647122457,209.42258877110604,314,384,2.65807309467805,14.233765814930472,4.744643635809212,0.7194392054573544
2,200,50,199,0.0036423035361666314,0.1,199,199,12.312798611,Gurobi,8,2.1063405225008047e-5,199.00903734030024,true,256.7534665324349,201.22337390529484,209.58479584264114,300,298,2.657498246327079,14.235581668496865,4.74101715289577,0.7194392054573544
2,200,50,199,0.0036423035361666314,0.1,149,149,9.30766565,Gurobi,9,1.6053675276683776e-5,199.2281093362265,true,242.4638803367928,201.3827556308543,209.78049032717388,284,214,2.6583573022822367,14.237652741863352,4.737404768338976,0.7194392054573544
2,200,50,199,0.0036423035361666314,0.1,100,100,6.091992438,Gurobi,10,1.053577986032117e-5,199.45780677740362,true,228.47512237398868,201.52460639894554,209.9731923968836,262,138,2.6585874742344258,14.240487674457984,4.722878433177184,0.7194392054573544
2,200,50,199,0.0036423035361666314,0.1,50,50,2.826222703,Gurobi,11,4.44093884743868e-6,199.71026204804855,true,214.21891982178374,201.6897278601891,210.19323929929857,246,54,2.6576670336933583,14.242556117685437,4.708419234761675,0.7194392054573544
2,200,50,199,0.036423035361666314,1.0,398,398,305.719394528,Gurobi,26,0.0002965517184168043,183.36529519766876,true,298.85432686750653,191.7016909711829,197.216065496923,378,618,2.5634013219594047,13.950940991965636,5.0722038571868735,0.7194392054573544
2,200,50,199,0.036423035361666314,1.0,348,348,118.523871098,Gurobi,36,0.0,185.0166624040843,true,285.9968220694621,192.5455944609617,198.22742582022823,358,538,2.591993497042433,13.991523309654873,4.980207260729579,0.7194392054573544
2,200,50,199,0.036423035361666314,1.0,298,298,92.378705225,Gurobi,47,2.162716689757538e-5,186.763767075375,true,273.2354410702483,193.29855152031143,199.34831355336487,322,474,2.5920416386708975,14.04652738820389,4.95156913436316,0.7194392054573544
2,200,50,199,0.036423035361666314,1.0,249,249,146.057128478,Gurobi,58,0.0,188.46682651622555,true,260.72007422662546,194.32433239708442,200.6371043038361,324,374,2.5996386667138505,14.057815062349198,4.92408603602441,0.7194392054573544
2,200,50,199,0.036423035361666314,1.0,199,199,80.24091868,Gurobi,69,0.0,190.41527842597114,true,248.1595631802554,195.51992049234195,202.07643520809359,300,298,2.6015429783983888,14.097152968073797,4.893523762496354,0.7194392054573544
2,200,50,199,0.036423035361666314,1.0,149,149,30.563954481,Gurobi,76,6.580750322116025e-6,192.50510575182184,true,235.74078627143777,197.03849671721358,203.9311514388462,288,210,2.618155011847832,14.122319209957423,4.830515545148309,0.7194392054573544
2,200,50,199,0.036423035361666314,1.0,100,100,21.755420366,Gurobi,82,0.0,194.72388490844187,true,223.74103426123577,198.35020099750955,205.7294414529271,260,140,2.62274307788054,14.163819449691193,4.7301241446603886,0.7194392054573544
2,200,50,199,0.036423035361666314,1.0,50,50,9.625818658,Gurobi,86,6.805869502746198e-5,197.1675925854862,true,211.67625220802952,199.9888916727582,207.86373106907098,248,52,2.622453892000356,14.184210617819447,4.600675102003076,0.7194392054573544
2,200,50,199,0.3642303536166631,10.0,398,398,2212.934887946,Gurobi,5,0.45169127691087696,120.28632433610471,true,235.7751596137227,198.96243448113702,203.21530029675364,450,546,2.083174186422492,11.945441725718076,4.413476055486532,1.2320112259698894
2,200,50,199,0.3642303536166631,10.0,348,348,1194.698498458,Gurobi,8,0.47489145718119774,126.13804878831326,true,227.11835394520153,194.71437798972923,198.49863682935919,444,452,1.8150508475547489,11.714438808956846,4.426240551345846,1.140743089297469
2,200,50,199,0.3642303536166631,10.0,298,298,994.125410614,Gurobi,18,0.10368700909524176,132.44114709875552,true,218.91262527383003,191.01627161299217,195.05928509453702,426,370,1.8326142179163993,11.75990659600304,3.963727155259024,1.1957963131869653
2,200,50,199,0.3642303536166631,10.0,249,249,621.252044893,Gurobi,24,0.05217415621818289,138.90416884471537,true,211.15741657144946,184.5823500211273,189.53093033719279,418,280,1.8187182087286513,11.670295124147636,3.725400745382469,1.1886278507020016
2,200,50,199,0.3642303536166631,10.0,199,199,459.52959197,Gurobi,30,0.012044325701569547,146.72292978778694,true,204.4672466663379,180.14618401506965,186.28597362406174,404,194,1.87115913037572,11.672322301254342,3.5731310783356958,0.8875886220634923
2,200,50,199,0.3642303536166631,10.0,149,149,558.11452201,Gurobi,46,0.0,155.83826877289968,true,199.07397901280373,180.57090961235562,185.84007311958064,372,126,1.9623521440255258,12.005726734097992,2.976033559110425,0.7194392054573544
2,200,50,199,0.3642303536166631,10.0,100,100,306.227773535,Gurobi,66,0.0,166.40665245848555,true,195.42394103398289,181.85841924669663,187.26877926057045,334,66,2.042036919936274,12.521620893516516,3.7194392054573537,0.7194392054573544
2,200,50,199,0.3642303536166631,10.0,50,50,56.889255437,Gurobi,72,0.0,179.8265538663953,true,194.33518697788972,187.9699477958295,193.96769091618768,288,12,2.0955540467436102,13.10380670754602,3.7194392054573537,0.7194392054573544
2,200,50,199,3.6423035361666316,100.0,398,398,3967.031497397,Gurobi,8,9.382635929695495e97,106.57985746148994,true,222.06983646221977,205.8209633542341,212.3567113164645,450,546,16.670646753116873,30.591741648303298,24.716728715900516,12.156467389794486
2,200,50,199,3.6423035361666316,100.0,348,348,3758.367931477,Gurobi,16,8.945340494106213e97,111.79004316927531,true,212.77098222346808,200.4538859092693,206.38488315909464,444,452,16.996207469569217,30.707054326199504,25.369389875385004,12.54089351700141
2,200,50,199,3.6423035361666316,100.0,298,298,3479.238754884,Gurobi,24,8.532259838283885e97,117.20224406587371,true,203.67466404360312,196.62493841326167,201.97648926233174,426,370,17.863977178585372,31.384783818899695,27.326925134360618,13.116685131996322
2,200,50,199,3.6423035361666316,100.0,249,249,3068.081521729,Gurobi,32,8.116721901654431e97,123.20244701203451,true,195.45625276955502,188.40331638735813,194.84308329256072,418,280,17.902398873653894,31.2559877708266,27.381849509193007,13.248141035242005
2,200,50,199,3.6423035361666316,100.0,199,199,2612.721023128,Gurobi,40,7.65430507830564e97,130.64543283416663,true,188.39030721275157,180.7669280853469,188.3760469245584,404,194,18.276900469755713,31.227439146225795,27.903111803458486,13.561208459528416
2,200,50,199,3.6423035361666316,100.0,149,149,310.903405993,Gurobi,42,2.6498694049782587,137.59585442517638,true,180.89359938660579,178.75546599069128,185.0146336190821,372,126,18.673049935437984,32.26403136236334,27.985668314241316,13.777227440579614
2,200,50,199,3.6423035361666316,100.0,100,100,559.779568015,Gurobi,49,6.738397741140823e97,148.40323151222864,true,177.42050725069637,175.39889353162908,181.90849054249685,334,66,18.734180169528337,32.57103226629176,28.50413211564145,14.120585191781696
2,200,50,199,3.6423035361666316,100.0,50,50,508.59767157,Gurobi,56,6.246697780248663e97,160.084581514714,true,174.5932212934514,178.04522473503434,182.93028665935353,288,12,19.43271744685379,34.032077848690726,30.11947830470359,14.788039501596414
