run,p,n,ktrue,lambda,factor,k,keff,time,solver,cuts,gap,objval,binding,EBIC,loglik_val,loglik_test,TF,FF,operatorNorm,frobeniusNorm,L1MatrixNorm,LInfVectorNorm
1,200,100,199,0.004996012739225856,0.1,398,398,25.414149628,Gurobi,3,0.0,197.8573711013293,true,258.3605546996912,206.61581001385179,202.20819314091145,496,500,2.173239637605251,12.76781837583157,4.129330465786765,0.5700877742733568
1,200,100,199,0.004996012739225856,0.1,348,348,19.726539051,Gurobi,5,0.0,198.05248774465767,true,250.95476891435038,206.7841887382435,202.37101739956233,460,436,2.1738375099740996,12.774880214803002,4.124364872265953,0.5700877742733568
1,200,100,199,0.004996012739225856,0.1,298,298,17.121603695,Gurobi,7,0.0,198.26147513707517,true,243.56285384285692,206.9897324409204,202.56297653103022,416,380,2.172959933860441,12.783501355303127,4.119400077732798,0.5700877742733568
1,200,100,199,0.004996012739225856,0.1,249,249,14.266096442,Gurobi,9,0.0,198.4803606800468,true,236.33285495330594,207.2027218508615,202.76487643312163,372,326,2.1731045045813784,12.79211591202627,4.104493940343049,0.5700877742733568
1,200,100,199,0.004996012739225856,0.1,199,199,11.864123739,Gurobi,11,0.0,198.7256200470453,true,228.9772118621865,207.45571293894878,202.9889631707306,338,260,2.1744866930919757,12.798775485049132,4.104501543014643,0.5700877742733568
1,200,100,199,0.004996012739225856,0.1,149,149,9.463710202,Gurobi,13,0.0,198.99310139360733,true,221.64379076304024,207.69164063309034,203.21809321707264,294,204,2.173168062638084,12.807380137399166,4.0895955285617225,0.5700877742733568
1,200,100,199,0.004996012739225856,0.1,100,100,6.712646293,Gurobi,14,2.054665814044121e-5,199.27953907727655,true,214.48134418052157,207.96852667231337,203.48797558913128,256,144,2.1781383041898925,12.81480950910434,4.089603700255703,0.5700877742733568
1,200,100,199,0.004996012739225856,0.1,50,50,3.30256734,Gurobi,15,1.0116530240966704e-5,199.60322724131683,true,207.20412985492354,208.30233332464644,203.79272907371754,236,64,2.184358318451493,12.818726338329997,4.05978851225638,0.5700877742733568
1,200,100,199,0.04996012739225856,1.0,398,398,245.233461127,Gurobi,24,2.199470889652222e-5,180.15774848703282,true,240.6610384760458,189.64556304133498,186.17447225483505,518,478,1.9846206284571328,12.098756398203077,4.467231149401641,0.5700877742733568
1,200,100,199,0.04996012739225856,1.0,348,348,135.941300147,Gurobi,39,2.1425494177940152e-5,181.87309173028018,true,234.77535961449246,190.97157514143694,187.5031109804119,494,402,1.9809491055847133,12.162452317566823,4.438352698132025,0.5700877742733568
1,200,100,199,0.04996012739225856,1.0,298,298,309.063949431,Gurobi,274,0.00023146938392437644,183.7340148186311,true,229.0353441217177,192.6557128388653,189.10452869338138,450,346,1.994245064367754,12.2639733325506,4.453429053056026,0.5700877742733568
1,200,100,199,0.04996012739225856,1.0,249,249,170.36604807,Gurobi,305,0.0,185.73028512579748,true,223.58283480017647,194.56071615374574,190.94315990373,404,294,2.010346892586257,12.373346456492426,4.289217848148038,0.5700877742733568
1,200,100,199,0.04996012739225856,1.0,199,199,308.400137562,Gurobi,596,0.00021454797936104608,187.9481226285529,true,218.19975282420552,196.8346260252875,193.07629046939277,354,244,2.036677890143258,12.48687757589901,4.30548425160307,0.5700877742733568
1,200,100,199,0.04996012739225856,1.0,149,149,102.159118715,Gurobi,623,3.381784995348802e-5,190.41607763252358,true,213.06668556446203,198.99496971882076,195.18729963488028,312,186,2.060492757948135,12.583306592859161,4.228670586510689,0.5700877742733568
1,200,100,199,0.04996012739225856,1.0,100,100,94.414448497,Gurobi,659,7.90181536525214e-5,193.09537918292747,true,208.29716683991748,201.50106461862572,197.65900206914603,268,132,2.095920259295015,12.680465456409824,4.1507594370117475,0.5700877742733568
1,200,100,199,0.04996012739225856,1.0,50,50,7.930428821,Gurobi,662,0.0,196.18151454994248,true,203.7823880739762,204.58310902301508,200.4887543820733,230,70,2.1760714135038253,12.762525448353498,3.929088648454624,0.5700877742733568
1,200,100,199,0.4996012739225856,10.0,398,398,1045.705693163,Gurobi,5,0.48857856723497317,130.91848161723985,true,191.42155958523335,170.07682255617345,166.65116294529184,588,408,3.0819602455338995,8.95471002592107,4.84426910480858,2.344667830885995
1,200,100,199,0.4996012739225856,10.0,348,348,842.985847521,Gurobi,8,0.466612816594261,133.7438280721345,true,186.6459758020332,167.4791140571644,164.18065864645905,584,312,3.086519724175191,8.68601209957634,4.838397181003323,2.3387959070807374
1,200,100,199,0.4996012739225856,10.0,298,298,479.365547052,Gurobi,10,0.4805729472169109,137.33832955190226,true,182.63959144054024,165.80461883533985,161.81533258430682,578,218,2.9912390813636027,8.417328029771946,4.763113467828906,2.2635121939063207
1,200,100,199,0.4996012739225856,10.0,249,249,555.464936394,Gurobi,13,0.45034697237239785,140.91896360648116,true,178.7713169961151,164.82566938109613,160.67301700565378,562,136,2.913018187860406,8.212762880057054,4.703987776068262,2.2043865021456766
1,200,100,199,0.4996012739225856,10.0,199,199,552.051998714,Gurobi,19,0.3865643811212166,146.19594149786118,true,176.44739576917675,164.5397644799406,160.0789211460633,544,54,2.225306366796435,7.351122606564599,3.5544551918947214,1.5544551918947214
1,200,100,199,0.4996012739225856,10.0,149,149,466.991396647,Gurobi,25,0.32721646022704143,153.4277333745888,true,176.07854450608946,168.60832943792212,163.91670279052542,484,14,1.7439957046563117,8.132209910583112,2.5700877742733566,1.1401750914685471
1,200,100,199,0.4996012739225856,10.0,100,100,354.450966168,Gurobi,30,0.1344012877948958,163.13484076803968,true,178.33648388414866,177.32655822447967,172.80718748229353,390,10,1.6234878815301614,9.898974764048466,2.5700877742733566,1.0970109465504083
1,200,100,199,0.4996012739225856,10.0,50,50,310.386683291,Gurobi,46,0.07694596256891173,177.22626951743322,true,184.82702870386632,187.88710976112628,184.00093829550394,298,2,1.7362834758692736,11.317482214432912,2.5700877742733566,0.9157473139436658
1,200,100,199,4.996012739225856,100.0,398,398,3815.018017348,Gurobi,8,8.177484209041243e97,122.2869985972426,true,182.79177251830583,164.25176248884938,160.18773238145886,588,408,29.646883563942197,37.10592774288453,50.41489916089719,25.16612272341053
1,200,100,199,4.996012739225856,100.0,348,348,3771.315241343,Gurobi,16,8.010739033285688e97,124.83242755067502,true,177.7361068699436,161.5510625469962,157.64131671104224,584,312,29.69888252685108,37.12378063963717,50.51845389552824,25.214405337233522
1,200,100,199,4.996012739225856,100.0,298,298,3656.797382098,Gurobi,24,7.823180740672974e97,127.82524565755807,true,173.1276213226629,159.48017140059517,155.00523471861356,578,218,29.705625153187967,37.228837737193146,50.50044503237204,25.207738801839216
1,200,100,199,4.996012739225856,100.0,249,249,3427.427116659,Gurobi,32,7.636578930214636e97,130.94868908424857,true,168.8022279544544,158.1132288342464,153.83480842373353,562,136,29.764234199253284,37.33395844424481,50.688480426428356,25.27431833806995
1,200,100,199,4.996012739225856,100.0,199,199,2911.876311231,Gurobi,40,7.428163026302888e97,134.62278580303527,true,164.87508465219923,156.49377921582501,152.02146208605424,544,54,30.474587994209283,37.69570663144505,52.190629389858614,26.13386155128019
1,200,100,199,4.996012739225856,100.0,149,149,2009.899415545,Gurobi,47,7.088600529447463e97,141.07156918291562,true,163.7227127165383,160.14446874054238,155.2074654829002,484,14,31.40706183304731,38.157777871485656,54.03032345752735,27.042009297529358
